station,year,entries_exits,n_lines_2025,which_lines_2025
Holland Park                       ,2009,22718.0,,
Holloway Road                      ,2009,50939.0,,
Hornchurch                         ,2009,10218.0,,
Hounslow Central                   ,2009,25553.0,,
Hounslow East                      ,2009,27801.0,,
Hounslow West                      ,2009,21981.0,,
Hyde Park Corner                   ,2009,49336.0,,
Ickenham                           ,2009,5806.0,,
Kennington                         ,2009,29477.0,,
Kensal Green                       ,2009,15200.0,,
Kensington (Olympia)               ,2009,14201.0,,
Kentish Town                       ,2009,49045.0,,
Kenton                             ,2009,11429.0,,
Kew Gardens                        ,2009,22491.0,,
Kilburn                            ,2009,58203.0,,
Kilburn Park                       ,2009,35564.0,,
King's Cross St. Pancras           ,2009,474193.0,,
Kingsbury                          ,2009,22816.0,,
Knightsbridge                      ,2009,166832.0,,
Ladbroke Grove                     ,2009,38491.0,,
Lambeth North                      ,2009,24454.0,,
Lancaster Gate                     ,2009,47669.0,,
Latimer Road                       ,2009,11888.0,,
Leicester Square                   ,2009,302674.0,,
Leyton                             ,2009,89556.0,,
Leytonstone                        ,2009,66250.0,,
Liverpool Street                   ,2009,391167.0,,
London Bridge                      ,2009,408351.0,,
Loughton                           ,2009,16899.0,,
Maida Vale                         ,2009,22606.0,,
Manor House                        ,2009,63763.0,,
Mansion House                      ,2009,38826.0,,
Marble Arch                        ,2009,135915.0,,
Marylebone                         ,2009,82923.0,,
Mile End                           ,2009,97659.0,,
Mill Hill East                     ,2009,6583.0,,
Moor Park                          ,2009,4065.0,,
Moorgate                           ,2009,99043.0,,
Morden                             ,2009,46256.0,,
Mornington Crescent                ,2009,32456.0,,
Neasden                            ,2009,19856.0,,
Newbury Park                       ,2009,26145.0,,
North Acton                        ,2009,30589.0,,
North Ealing                       ,2009,5897.0,,
North Greenwich                    ,2009,123548.0,,
North Harrow                       ,2009,8351.0,,
North Wembley                      ,2009,9867.0,,
Northfields                        ,2009,25880.0,,
Northolt                           ,2009,25814.0,,
Northwick Park                     ,2009,20220.0,,
Northwood                          ,2009,11598.0,,
Northwood Hills                    ,2009,7803.0,,
Notting Hill Gate                  ,2009,142777.0,,
Oakwood                            ,2009,20235.0,,
Old Street                         ,2009,123208.0,,
Osterley                           ,2009,13962.0,,
Oval                               ,2009,42450.0,,
Oxford Circus                      ,2009,513197.0,,
Paddington                         ,2009,292501.0,,
Park Royal                         ,2009,10784.0,,
Parsons Green                      ,2009,34889.0,,
Perivale                           ,2009,13346.0,,
Piccadilly Circus                  ,2009,315619.0,,
Pimlico                            ,2009,54119.0,,
Pinner                             ,2009,13274.0,,
Plaistow                           ,2009,41443.0,,
Preston Road                       ,2009,18679.0,,
Putney Bridge                      ,2009,40039.0,,
Queen's Park                       ,2009,37113.0,,
Queensbury                         ,2009,20727.0,,
Queensway                          ,2009,66064.0,,
Ravenscourt Park                   ,2009,15465.0,,
Rayners Lane                       ,2009,25530.0,,
Redbridge                          ,2009,17131.0,,
Regent's Park                      ,2009,21546.0,,
Richmond                           ,2009,56103.0,,
Rickmansworth                      ,2009,10532.0,,
Roding Valley                      ,2009,1183.0,,
Royal Oak                          ,2009,11615.0,,
Ruislip                            ,2009,10218.0,,
Ruislip Gardens                    ,2009,6497.0,,
Ruislip Manor                      ,2009,9394.0,,
Russell Square                     ,2009,102896.0,,
Seven Sisters                      ,2009,86383.0,,
Shepherd's Bush (Cen)              ,2009,145805.0,,
Shepherd's Bush (H&C)              ,2009,21767.0,,
Sloane Square                      ,2009,97488.0,,
Snaresbrook                        ,2009,14829.0,,
South Ealing                       ,2009,22212.0,,
South Harrow                       ,2009,15886.0,,
South Kensington                   ,2009,205247.0,,
South Kenton                       ,2009,5525.0,,
South Ruislip                      ,2009,10880.0,,
South Wimbledon                    ,2009,25452.0,,
South Woodford                     ,2009,26140.0,,
Southfields                        ,2009,38516.0,,
Southgate                          ,2009,32409.0,,
Southwark                          ,2009,53472.0,,
St. James's Park                   ,2009,69813.0,,
St. John's Wood                    ,2009,43068.0,,
St. Paul's                         ,2009,86278.0,,
Stamford Brook                     ,2009,15639.0,,
Stanmore                           ,2009,18807.0,,
Stepney Green                      ,2009,26124.0,,
Stockwell                          ,2009,54349.0,,
Stonebridge Park                   ,2009,16705.0,,
Stratford                          ,2009,201396.0,,
Sudbury Hill                       ,2009,12978.0,,
Sudbury Town                       ,2009,14903.0,,
Swiss Cottage                      ,2009,45227.0,,
Temple                             ,2009,51403.0,,
Theydon Bois                       ,2009,4331.0,,
Tooting Bec                        ,2009,43675.0,,
Tooting Broadway                   ,2009,88056.0,,
Tottenham Court Road               ,2009,250913.0,,
Tottenham Hale                     ,2009,51759.0,,
Totteridge & Whetstone             ,2009,11331.0,,
Tower Hill                         ,2009,163611.0,,
Tufnell Park                       ,2009,25620.0,,
Turnham Green                      ,2009,38908.0,,
Turnpike Lane                      ,2009,70174.0,,
Upminster                          ,2009,26907.0,,
Upminster Bridge                   ,2009,4359.0,,
Upney                              ,2009,11305.0,,
Upton Park                         ,2009,71094.0,,
Uxbridge                           ,2009,42386.0,,
Vauxhall                           ,2009,118614.0,,
Victoria                           ,2009,538995.0,,
Walthamstow Central                ,2009,91986.0,,
Wanstead                           ,2009,14335.0,,
Warren Street                      ,2009,78242.0,,
Warwick Avenue                     ,2009,29430.0,,
Waterloo                           ,2009,511804.0,,
Watford                            ,2009,8779.0,,
Wembley Central                    ,2009,33093.0,,
Wembley Park                       ,2009,75896.0,,
West Acton                         ,2009,10667.0,,
West Brompton                      ,2009,25935.0,,
West Finchley                      ,2009,7215.0,,
West Ham                           ,2009,20723.0,,
West Hampstead                     ,2009,50855.0,,
West Harrow                        ,2009,7110.0,,
West Kensington                    ,2009,31170.0,,
West Ruislip                       ,2009,11349.0,,
Westbourne Park                    ,2009,19574.0,,
Westminster                        ,2009,133288.0,,
White City                         ,2009,49321.0,,
Whitechapel                        ,2009,74718.0,,
Willesden Green                    ,2009,53505.0,,
Willesden Junction                 ,2009,25000.0,,
Wimbledon                          ,2009,77066.0,,
Wimbledon Park                     ,2009,14878.0,,
Wood Green                         ,2009,76067.0,,
Wood Lane                          ,2009,22984.0,,
Woodford                           ,2009,29027.0,,
Woodside Park                      ,2009,14478.0,,
,2009,0.0,,
,2009,16565558.0,,
Acton Town                         ,2008,39901.0,,
Aldgate                            ,2008,32704.0,,
Aldgate East                       ,2008,53125.0,,
Alperton                           ,2008,21415.0,,
Amersham                           ,2008,12959.0,,
Angel                              ,2008,127432.0,,
Archway                            ,2008,54918.0,,
Arnos Grove                        ,2008,28534.0,,
Arsenal                            ,2008,23703.0,,
Baker Street                       ,2008,168011.0,,
Balham                             ,2008,79062.0,,
Bank & Monument                    ,2008,209332.0,,
Barbican                           ,2008,55678.0,,
Barking                            ,2008,82954.0,,
Barkingside                        ,2008,5577.0,,
Barons Court                       ,2008,41694.0,,
Bayswater                          ,2008,49112.0,,
Becontree                          ,2008,17220.0,,
Belsize Park                       ,2008,39291.0,,
Bermondsey                         ,2008,41884.0,,
Bethnal Green                      ,2008,99811.0,,
Blackfriars                        ,2008,70862.0,,
Blackhorse Road                    ,2008,41974.0,,
Bond Street                        ,2008,256933.0,,
Borough                            ,2008,27470.0,,
