station,year,entries_exits,n_lines_2025,which_lines_2025
Stratford                          ,2012,403000.0,,
Sudbury Hill                       ,2012,13132.0,,
Sudbury Town                       ,2012,13636.0,,
Swiss Cottage                      ,2012,51515.0,,
Temple                             ,2012,43869.0,,
Theydon Bois                       ,2012,5007.0,,
Tooting Bec                        ,2012,46694.0,,
Tooting Broadway                   ,2012,91240.0,,
Tottenham Court Road               ,2012,261347.0,,
Tottenham Hale                     ,2012,68256.0,,
Totteridge & Whetstone             ,2012,11848.0,,
Tower Hill                         ,2012,169736.0,,
Tufnell Park                       ,2012,26443.0,,
Turnham Green                      ,2012,40407.0,,
Turnpike Lane                      ,2012,69174.0,,
Upminster                          ,2012,28878.0,,
Upminster Bridge                   ,2012,5490.0,,
Upney                              ,2012,13415.0,,
Upton Park                         ,2012,73463.0,,
Uxbridge                           ,2012,44964.0,,
Vauxhall                           ,2012,157952.0,,
Victoria                           ,2012,585669.0,,
Walthamstow Central                ,2012,104477.0,,
Wanstead                           ,2012,17161.0,,
Warren Street                      ,2012,91539.0,,
Warwick Avenue                     ,2012,29485.0,,
Waterloo                           ,2012,574600.0,,
Watford                            ,2012,9799.0,,
Wembley Central                    ,2012,38523.0,,
Wembley Park                       ,2012,78284.0,,
West Acton                         ,2012,10433.0,,
West Brompton                      ,2012,32674.0,,
West Finchley                      ,2012,8336.0,,
West Ham                           ,2012,23623.0,,
West Hampstead                     ,2012,67037.0,,
West Harrow                        ,2012,7122.0,,
West Kensington                    ,2012,34277.0,,
West Ruislip                       ,2012,10936.0,,
Westbourne Park                    ,2012,21855.0,,
Westminster                        ,2012,170281.0,,
White City                         ,2012,46797.0,,
Whitechapel                        ,2012,82764.0,,
Willesden Green                    ,2012,58385.0,,
Willesden Junction                 ,2012,26039.0,,
Wimbledon                          ,2012,80361.0,,
Wimbledon Park                     ,2012,13790.0,,
Wood Green                         ,2012,83514.0,,
Wood Lane                          ,2012,26272.0,,
Woodford                           ,2012,33045.0,,
Woodside Park                      ,2012,17157.0,,
,2012,0.0,,
Total,2012,18241129.0,,
Acton Town                         ,2011,37835.0,,
Aldgate                            ,2011,33281.0,,
Aldgate East                       ,2011,61885.0,,
Alperton                           ,2011,20656.0,,
Amersham                           ,2011,12158.0,,
Angel                              ,2011,123719.0,,
Archway                            ,2011,53200.0,,
Arnos Grove                        ,2011,28985.0,,
Arsenal                            ,2011,22687.0,,
Baker Street                       ,2011,182640.0,,
Balham                             ,2011,78198.0,,
Bank & Monument                    ,2011,240735.0,,
Barbican                           ,2011,52852.0,,
Barking                            ,2011,93668.0,,
Barkingside                        ,2011,7130.0,,
Barons Court                       ,2011,41393.0,,
Bayswater                          ,2011,41355.0,,
Becontree                          ,2011,17817.0,,
Belsize Park                       ,2011,36756.0,,
Bermondsey                         ,2011,50194.0,,
Bethnal Green                      ,2011,110074.0,,
Blackfriars                        ,2011,0.0,,
Blackhorse Road                    ,2011,43740.0,,
Bond Street                        ,2011,248953.0,,
Borough                            ,2011,30287.0,,
Boston Manor                       ,2011,12792.0,,
Bounds Green                       ,2011,39282.0,,
Bow Road                           ,2011,34034.0,,
Brent Cross                        ,2011,15270.0,,
Brixton                            ,2011,157800.0,,
Bromley-by-Bow                     ,2011,17491.0,,
Buckhurst Hill                     ,2011,11532.0,,
Burnt Oak                          ,2011,25603.0,,
Caledonian Road                    ,2011,36231.0,,
Camden Town                        ,2011,177660.0,,
Canada Water                       ,2011,73096.0,,
Canary Wharf                       ,2011,261418.0,,
Canning Town                       ,2011,65585.0,,
Cannon Street                      ,2011,15998.0,,
Canons Park                        ,2011,10788.0,,
Chalfont & Latimer                 ,2011,6815.0,,
Chalk Farm                         ,2011,36655.0,,
Chancery Lane                      ,2011,81630.0,,
Charing Cross                      ,2011,142437.0,,
Chesham                            ,2011,3744.0,,
Chigwell                           ,2011,2691.0,,
Chiswick Park                      ,2011,12201.0,,
Chorleywood                        ,2011,5134.0,,
Clapham Common                     ,2011,66740.0,,
Clapham North                      ,2011,42868.0,,
Clapham South                      ,2011,52600.0,,
Cockfosters                        ,2011,12598.0,,
Colindale                          ,2011,27785.0,,
Colliers Wood                      ,2011,39167.0,,
Covent Garden                      ,2011,169478.0,,
Croxley                            ,2011,4507.0,,
Dagenham East                      ,2011,14443.0,,
Dagenham Heathway                  ,2011,30225.0,,
Debden                             ,2011,12018.0,,
Dollis Hill                        ,2011,20318.0,,
Ealing Broadway                    ,2011,108342.0,,
Ealing Common                      ,2011,22666.0,,
Earl's Court                       ,2011,168167.0,,
East Acton                         ,2011,23039.0,,
East Finchley                      ,2011,40533.0,,
East Ham                           ,2011,93608.0,,
East Putney                        ,2011,32146.0,,
Eastcote                           ,2011,14780.0,,
Edgware                            ,2011,30679.0,,
Edgware Road (Bak)                 ,2011,27932.0,,
Edgware Road (Cir)                 ,2011,36798.0,,
Elephant & Castle                  ,2011,119147.0,,
Elm Park                           ,2011,14578.0,,
Embankment                         ,2011,143712.0,,
Epping                             ,2011,21502.0,,
Euston                             ,2011,253174.0,,
Euston Square                      ,2011,58585.0,,
Fairlop                            ,2011,5775.0,,
Farringdon                         ,2011,89551.0,,
Finchley Central                   ,2011,36163.0,,
Finchley Road                      ,2011,60474.0,,
Finsbury Park                      ,2011,178158.0,,
Fulham Broadway                    ,2011,64520.0,,
Gants Hill                         ,2011,36457.0,,
Gloucester Road                    ,2011,100222.0,,
Golders Green                      ,2011,55326.0,,
Goldhawk Road                      ,2011,9956.0,,
Goodge Street                      ,2011,62931.0,,
Grange Hill                        ,2011,2866.0,,
Great Portland Street              ,2011,37654.0,,
Green Park                         ,2011,206257.0,,
Greenford                          ,2011,26208.0,,
Gunnersbury                        ,2011,25124.0,,
Hainault                           ,2011,18763.0,,
Hammersmith (Dis)                  ,2011,198662.0,,
Hammersmith (H&C)                  ,2011,57586.0,,
Hampstead                          ,2011,31628.0,,
Hanger Lane                        ,2011,22212.0,,
Harlesden                          ,2011,14384.0,,
Harrow & Wealdstone                ,2011,29273.0,,
Harrow-on-the-Hill                 ,2011,57090.0,,
Hatton Cross                       ,2011,20756.0,,
Heathrow Terminals 123             ,2011,64856.0,,
Heathrow Terminal 4                ,2011,21173.0,,
Heathrow Terminal 5                ,2011,26342.0,,
Hendon Central                     ,2011,44755.0,,
High Barnet                        ,2011,20473.0,,
High Street Kensington             ,2011,81523.0,,
Highbury & Islington               ,2011,116595.0,,
Highgate                           ,2011,33097.0,,
Hillingdon                         ,2011,8898.0,,
Holborn                            ,2011,200021.0,,
Holland Park                       ,2011,22661.0,,
Holloway Road                      ,2011,54593.0,,
Hornchurch                         ,2011,11946.0,,
Hounslow Central                   ,2011,27004.0,,
Hounslow East                      ,2011,30385.0,,
Hounslow West                      ,2011,23161.0,,
Hyde Park Corner                   ,2011,48791.0,,
Ickenham                           ,2011,5918.0,,
Kennington                         ,2011,32853.0,,
Kensal Green                       ,2011,16205.0,,
Kensington (Olympia)               ,2011,21509.0,,
Kentish Town                       ,2011,46371.0,,
Kenton                             ,2011,13018.0,,
Kew Gardens                        ,2011,22303.0,,
Kilburn                            ,2011,52450.0,,
Kilburn Park                       ,2011,25206.0,,
King's Cross St. Pancras           ,2011,562914.0,,
Kingsbury                          ,2011,21814.0,,
Knightsbridge                      ,2011,165794.0,,
Ladbroke Grove                     ,2011,34699.0,,
Lambeth North                      ,2011,25724.0,,
Lancaster Gate                     ,2011,48827.0,,
Latimer Road                       ,2011,10552.0,,
Leicester Square                   ,2011,318443.0,,
Leyton                             ,2011,97637.0,,
Leytonstone                        ,2011,73589.0,,
Liverpool Street                   ,2011,395040.0,,
London Bridge                      ,2011,456363.0,,
Loughton                           ,2011,19178.0,,
Maida Vale                         ,2011,20585.0,,
Manor House                        ,2011,66420.0,,
Mansion House                      ,2011,39956.0,,
Marble Arch                        ,2011,130664.0,,
Marylebone                         ,2011,73023.0,,
Mile End                           ,2011,99153.0,,
Mill Hill East                     ,2011,6987.0,,
Moor Park                          ,2011,4651.0,,
Moorgate                           ,2011,99448.0,,
Morden                             ,2011,48135.0,,
Mornington Crescent                ,2011,32322.0,,
Neasden                            ,2011,17441.0,,
Newbury Park                       ,2011,26860.0,,
North Acton                        ,2011,29678.0,,
North Ealing                       ,2011,6054.0,,
North Greenwich                    ,2011,113837.0,,
North Harrow                       ,2011,8243.0,,
North Wembley                      ,2011,10611.0,,
Northfields                        ,2011,25029.0,,
Northolt                           ,2011,29512.0,,
Northwick Park                     ,2011,20609.0,,
Northwood                          ,2011,11879.0,,
Northwood Hills                    ,2011,7858.0,,
Notting Hill Gate                  ,2011,142448.0,,
Oakwood                            ,2011,19674.0,,
Old Street                         ,2011,129808.0,,
Osterley                           ,2011,14826.0,,
Oval                               ,2011,40850.0,,
Oxford Circus                      ,2011,534744.0,,
Paddington                         ,2011,322822.0,,
Park Royal                         ,2011,10446.0,,
Parsons Green                      ,2011,37445.0,,
Perivale                           ,2011,13847.0,,
Piccadilly Circus                  ,2011,323574.0,,
Pimlico                            ,2011,57394.0,,
Pinner                             ,2011,13665.0,,
Plaistow                           ,2011,43268.0,,
Preston Road                       ,2011,18808.0,,
Putney Bridge                      ,2011,36689.0,,
Queen's Park                       ,2011,36974.0,,
Queensbury                         ,2011,19826.0,,
Queensway                          ,2011,67699.0,,
Ravenscourt Park                   ,2011,16685.0,,
Rayners Lane                       ,2011,25425.0,,
Redbridge                          ,2011,18540.0,,
Regent's Park                      ,2011,25377.0,,
Richmond                           ,2011,54229.0,,
Rickmansworth                      ,2011,11427.0,,
Roding Valley                      ,2011,1257.0,,
Royal Oak                          ,2011,12155.0,,
Ruislip                            ,2011,10238.0,,
Ruislip Gardens                    ,2011,6628.0,,
Ruislip Manor                      ,2011,9524.0,,
Russell Square                     ,2011,105676.0,,
Seven Sisters                      ,2011,87082.0,,
Shepherd's Bush (Cen)              ,2011,164445.0,,
Shepherd's Bush (H&C)              ,2011,19980.0,,
Sloane Square                      ,2011,99354.0,,
Snaresbrook                        ,2011,16252.0,,
South Ealing                       ,2011,22593.0,,
South Harrow                       ,2011,15531.0,,
South Kensington                   ,2011,225562.0,,
South Kenton                       ,2011,6122.0,,
South Ruislip                      ,2011,11818.0,,
South Wimbledon                    ,2011,25411.0,,
South Woodford                     ,2011,28972.0,,
Southfields                        ,2011,34536.0,,
Southgate                          ,2011,33042.0,,
Southwark                          ,2011,62707.0,,
St. James's Park                   ,2011,69330.0,,
St. John's Wood                    ,2011,44860.0,,
St. Paul's                         ,2011,106555.0,,
Stamford Brook                     ,2011,16078.0,,
Stanmore                           ,2011,19861.0,,
Stepney Green                      ,2011,27358.0,,
Stockwell                          ,2011,57859.0,,
Stonebridge Park                   ,2011,16742.0,,
Stratford                          ,2011,391866.0,,
Sudbury Hill                       ,2011,12969.0,,
Sudbury Town                       ,2011,13902.0,,
Swiss Cottage                      ,2011,46464.0,,
Temple                             ,2011,51425.0,,
Theydon Bois                       ,2011,4927.0,,
Tooting Bec                        ,2011,44966.0,,
Tooting Broadway                   ,2011,90026.0,,
Tottenham Court Road               ,2011,166700.0,,
Tottenham Hale                     ,2011,59333.0,,
Totteridge & Whetstone             ,2011,12474.0,,
Tower Hill                         ,2011,156684.0,,
Tufnell Park                       ,2011,25010.0,,
Turnham Green                      ,2011,39052.0,,
Turnpike Lane                      ,2011,70561.0,,
Upminster                          ,2011,28059.0,,
Upminster Bridge                   ,2011,5170.0,,
Upney                              ,2011,13191.0,,
Upton Park                         ,2011,78927.0,,
Uxbridge                           ,2011,43846.0,,
Vauxhall                           ,2011,142417.0,,
Victoria                           ,2011,591040.0,,
Walthamstow Central                ,2011,99061.0,,
Wanstead                           ,2011,17695.0,,
Warren Street                      ,2011,88175.0,,
Warwick Avenue                     ,2011,29988.0,,
Waterloo                           ,2011,546409.0,,
Watford                            ,2011,9236.0,,
Wembley Central                    ,2011,33140.0,,
Wembley Park                       ,2011,67969.0,,
West Acton                         ,2011,10994.0,,
West Brompton                      ,2011,29343.0,,
West Finchley                      ,2011,8513.0,,
West Ham                           ,2011,25685.0,,
West Hampstead                     ,2011,56391.0,,
West Harrow                        ,2011,6748.0,,
West Kensington                    ,2011,31579.0,,
West Ruislip                       ,2011,11730.0,,
Westbourne Park                    ,2011,18094.0,,
Westminster                        ,2011,157650.0,,
White City                         ,2011,48907.0,,
Whitechapel                        ,2011,79434.0,,
Willesden Green                    ,2011,54209.0,,
Willesden Junction                 ,2011,25789.0,,
Wimbledon                          ,2011,79643.0,,
Wimbledon Park                     ,2011,13179.0,,
Wood Green                         ,2011,82084.0,,
Wood Lane                          ,2011,22952.0,,
Woodford                           ,2011,32916.0,,
Woodside Park                      ,2011,17288.0,,
,2011,0.0,,
Total,2011,17485680.0,,
Acton Town                         ,2010,37269.0,,
Aldgate                            ,2010,32303.0,,
Aldgate East                       ,2010,59912.0,,
Alperton                           ,2010,20601.0,,
Amersham                           ,2010,12963.0,,
Angel                              ,2010,126573.0,,
Archway                            ,2010,53883.0,,
Arnos Grove                        ,2010,28385.0,,
Arsenal                            ,2010,22393.0,,
Baker Street                       ,2010,173972.0,,
Balham                             ,2010,74157.0,,
Bank & Monument                    ,2010,212862.0,,
Barbican                           ,2010,48052.0,,
Barking                            ,2010,89959.0,,
Barkingside                        ,2010,6450.0,,
Barons Court                       ,2010,40465.0,,
Bayswater                          ,2010,41861.0,,
Becontree                          ,2010,15716.0,,
Belsize Park                       ,2010,40497.0,,
Bermondsey                         ,2010,42401.0,,
Bethnal Green                      ,2010,108926.0,,
Blackfriars                        ,2010,0.0,,
Blackhorse Road                    ,2010,41985.0,,
Bond Street                        ,2010,260237.0,,
Borough                            ,2010,34170.0,,
Boston Manor                       ,2010,12578.0,,
Bounds Green                       ,2010,36950.0,,
Bow Road                           ,2010,35248.0,,
Brent Cross                        ,2010,15130.0,,
Brixton                            ,2010,147846.0,,
Bromley-by-Bow                     ,2010,16848.0,,
Buckhurst Hill                     ,2010,11035.0,,
Burnt Oak                          ,2010,25489.0,,
Caledonian Road                    ,2010,34806.0,,
Camden Town                        ,2010,179003.0,,
Canada Water                       ,2010,64676.0,,
Canary Wharf                       ,2010,224489.0,,
Canning Town                       ,2010,58291.0,,
Cannon Street                      ,2010,15602.0,,
Canons Park                        ,2010,9309.0,,
Chalfont & Latimer                 ,2010,6335.0,,
Chalk Farm                         ,2010,40525.0,,
Chancery Lane                      ,2010,74911.0,,
Charing Cross                      ,2010,154836.0,,
Chesham                            ,2010,2706.0,,
Chigwell                           ,2010,2466.0,,
Chiswick Park                      ,2010,12022.0,,
Chorleywood                        ,2010,4739.0,,
Clapham Common                     ,2010,65052.0,,
Clapham North                      ,2010,42168.0,,
Clapham South                      ,2010,49991.0,,
Cockfosters                        ,2010,11989.0,,
Colindale                          ,2010,26748.0,,
Colliers Wood                      ,2010,38955.0,,
Covent Garden                      ,2010,163810.0,,
Croxley                            ,2010,4188.0,,
Dagenham East                      ,2010,13519.0,,
Dagenham Heathway                  ,2010,26211.0,,
Debden                             ,2010,11049.0,,
Dollis Hill                        ,2010,19117.0,,
Ealing Broadway                    ,2010,110796.0,,
Ealing Common                      ,2010,22272.0,,
Earl's Court                       ,2010,164688.0,,
East Acton                         ,2010,22961.0,,
East Finchley                      ,2010,40153.0,,
East Ham                           ,2010,90442.0,,
East Putney                        ,2010,33748.0,,
Eastcote                           ,2010,14024.0,,
Edgware                            ,2010,31943.0,,
Edgware Road (Bak)                 ,2010,26467.0,,
Edgware Road (Cir)                 ,2010,37434.0,,
Elephant & Castle                  ,2010,121764.0,,
Elm Park                           ,2010,13548.0,,
Embankment                         ,2010,143649.0,,
Epping                             ,2010,18878.0,,
Euston                             ,2010,242072.0,,
Euston Square                      ,2010,53491.0,,
Fairlop                            ,2010,5148.0,,
Farringdon                         ,2010,80973.0,,
Finchley Central                   ,2010,35305.0,,
Finchley Road                      ,2010,58629.0,,
Finsbury Park                      ,2010,171526.0,,
Fulham Broadway                    ,2010,63567.0,,
Gants Hill                         ,2010,32251.0,,
Gloucester Road                    ,2010,103097.0,,
Golders Green                      ,2010,57067.0,,
Goldhawk Road                      ,2010,9278.0,,
Goodge Street                      ,2010,52407.0,,
Grange Hill                        ,2010,2804.0,,
Great Portland Street              ,2010,36314.0,,
Green Park                         ,2010,189410.0,,
Greenford                          ,2010,24277.0,,
Gunnersbury                        ,2010,22104.0,,
Hainault                           ,2010,16680.0,,
Hammersmith (Dis)                  ,2010,189358.0,,
Hammersmith (H&C)                  ,2010,57810.0,,
Hampstead                          ,2010,33661.0,,
Hanger Lane                        ,2010,21468.0,,
Harlesden                          ,2010,12890.0,,
Harrow & Wealdstone                ,2010,28095.0,,
Harrow-on-the-Hill                 ,2010,54787.0,,
Hatton Cross                       ,2010,19667.0,,
Heathrow Terminals 123             ,2010,67041.0,,
Heathrow Terminal 4                ,2010,18146.0,,
Heathrow Terminal 5                ,2010,25598.0,,
Hendon Central                     ,2010,40481.0,,
High Barnet                        ,2010,18707.0,,
High Street Kensington             ,2010,83265.0,,
Highbury & Islington               ,2010,98159.0,,
Highgate                           ,2010,33859.0,,
Hillingdon                         ,2010,8245.0,,
Holborn                            ,2010,188254.0,,
Holland Park                       ,2010,22729.0,,
Holloway Road                      ,2010,50679.0,,
Hornchurch                         ,2010,11356.0,,
Hounslow Central                   ,2010,26790.0,,
Hounslow East                      ,2010,29442.0,,
Hounslow West                      ,2010,22856.0,,
Hyde Park Corner                   ,2010,47176.0,,
Ickenham                           ,2010,5576.0,,
Kennington                         ,2010,30844.0,,
Kensal Green                       ,2010,16149.0,,
Kensington (Olympia)               ,2010,14306.0,,
Kentish Town                       ,2010,49537.0,,
Kenton                             ,2010,12192.0,,
Kew Gardens                        ,2010,23455.0,,
Kilburn                            ,2010,48883.0,,
Kilburn Park                       ,2010,29076.0,,
King's Cross St. Pancras           ,2010,530090.0,,
Kingsbury                          ,2010,18700.0,,
Knightsbridge                      ,2010,165544.0,,
Ladbroke Grove                     ,2010,36511.0,,
Lambeth North                      ,2010,25843.0,,
Lancaster Gate                     ,2010,46761.0,,
Latimer Road                       ,2010,11992.0,,
Leicester Square                   ,2010,308639.0,,
Leyton                             ,2010,90207.0,,
Leytonstone                        ,2010,66964.0,,
Liverpool Street                   ,2010,393724.0,,
London Bridge                      ,2010,409412.0,,
Loughton                           ,2010,17476.0,,
Maida Vale                         ,2010,21092.0,,
Manor House                        ,2010,63165.0,,
Mansion House                      ,2010,39311.0,,
Marble Arch                        ,2010,141527.0,,
Marylebone                         ,2010,72694.0,,
Mile End                           ,2010,90482.0,,
Mill Hill East                     ,2010,6615.0,,
Moor Park                          ,2010,4307.0,,
Moorgate                           ,2010,97819.0,,
Morden                             ,2010,44609.0,,
Mornington Crescent                ,2010,34250.0,,
Neasden                            ,2010,16641.0,,
Newbury Park                       ,2010,25389.0,,
North Acton                        ,2010,30972.0,,
North Ealing                       ,2010,5659.0,,
North Greenwich                    ,2010,116963.0,,
North Harrow                       ,2010,8220.0,,
North Wembley                      ,2010,9363.0,,
Northfields                        ,2010,25519.0,,
Northolt                           ,2010,28105.0,,
Northwick Park                     ,2010,19726.0,,
Northwood                          ,2010,11197.0,,
Northwood Hills                    ,2010,7529.0,,
Notting Hill Gate                  ,2010,147855.0,,
Oakwood                            ,2010,19771.0,,
Old Street                         ,2010,127125.0,,
Osterley                           ,2010,14045.0,,
Oval                               ,2010,39690.0,,
Oxford Circus                      ,2010,494612.0,,
Paddington                         ,2010,308235.0,,
Park Royal                         ,2010,10798.0,,
Parsons Green                      ,2010,36309.0,,
Perivale                           ,2010,13552.0,,
Piccadilly Circus                  ,2010,314971.0,,
Pimlico                            ,2010,53733.0,,
Pinner                             ,2010,12752.0,,
Plaistow                           ,2010,41884.0,,
Preston Road                       ,2010,17794.0,,
Putney Bridge                      ,2010,38521.0,,
Queen's Park                       ,2010,35319.0,,
Queensbury                         ,2010,17705.0,,
Queensway                          ,2010,72932.0,,
Ravenscourt Park                   ,2010,15871.0,,
Rayners Lane                       ,2010,24530.0,,
Redbridge                          ,2010,17649.0,,
Regent's Park                      ,2010,24497.0,,
Richmond                           ,2010,51205.0,,
Rickmansworth                      ,2010,10777.0,,
Roding Valley                      ,2010,1204.0,,
Royal Oak                          ,2010,11720.0,,
Ruislip                            ,2010,9738.0,,
Ruislip Gardens                    ,2010,6785.0,,
Ruislip Manor                      ,2010,9245.0,,
Russell Square                     ,2010,101751.0,,
Seven Sisters                      ,2010,86532.0,,
Shepherd's Bush (Cen)              ,2010,167097.0,,
Shepherd's Bush (H&C)              ,2010,20008.0,,
Sloane Square                      ,2010,98913.0,,
Snaresbrook                        ,2010,14756.0,,
South Ealing                       ,2010,22280.0,,
South Harrow                       ,2010,17205.0,,
South Kensington                   ,2010,213922.0,,
South Kenton                       ,2010,5796.0,,
South Ruislip                      ,2010,11664.0,,
South Wimbledon                    ,2010,24314.0,,
South Woodford                     ,2010,25393.0,,
Southfields                        ,2010,35123.0,,
Southgate                          ,2010,32816.0,,
Southwark                          ,2010,57307.0,,
St. James's Park                   ,2010,70450.0,,
St. John's Wood                    ,2010,41106.0,,
St. Paul's                         ,2010,99435.0,,
Stamford Brook                     ,2010,15960.0,,
Stanmore                           ,2010,17104.0,,
Stepney Green                      ,2010,26232.0,,
Stockwell                          ,2010,55454.0,,
Stonebridge Park                   ,2010,15132.0,,
Stratford                          ,2010,209927.0,,
Sudbury Hill                       ,2010,12705.0,,
Sudbury Town                       ,2010,14536.0,,
Swiss Cottage                      ,2010,40025.0,,
Temple                             ,2010,48552.0,,
Theydon Bois                       ,2010,4284.0,,
Tooting Bec                        ,2010,42651.0,,
Tooting Broadway                   ,2010,88530.0,,
Tottenham Court Road               ,2010,246909.0,,
Tottenham Hale                     ,2010,57060.0,,
Totteridge & Whetstone             ,2010,11747.0,,
Tower Hill                         ,2010,159023.0,,
Tufnell Park                       ,2010,27012.0,,
Turnham Green                      ,2010,39142.0,,
Turnpike Lane                      ,2010,67423.0,,
Upminster                          ,2010,27089.0,,
Upminster Bridge                   ,2010,4480.0,,
Upney                              ,2010,11425.0,,
Upton Park                         ,2010,75135.0,,
Uxbridge                           ,2010,41711.0,,
Vauxhall                           ,2010,129508.0,,
Victoria                           ,2010,553625.0,,
Walthamstow Central                ,2010,95528.0,,
Wanstead                           ,2010,15925.0,,
Warren Street                      ,2010,75057.0,,
Warwick Avenue                     ,2010,29696.0,,
Waterloo                           ,2010,531733.0,,
Watford                            ,2010,8660.0,,
Wembley Central                    ,2010,32666.0,,
Wembley Park                       ,2010,63999.0,,
West Acton                         ,2010,10695.0,,
West Brompton                      ,2010,28582.0,,
West Finchley                      ,2010,7979.0,,
West Ham                           ,2010,23595.0,,
West Hampstead                     ,2010,49425.0,,
West Harrow                        ,2010,6347.0,,
West Kensington                    ,2010,30859.0,,
West Ruislip                       ,2010,13051.0,,
Westbourne Park                    ,2010,16775.0,,
Westminster                        ,2010,147944.0,,
White City                         ,2010,50355.0,,
Whitechapel                        ,2010,78897.0,,
Willesden Green                    ,2010,47776.0,,
Willesden Junction                 ,2010,25388.0,,
Wimbledon                          ,2010,78295.0,,
Wimbledon Park                     ,2010,13900.0,,
Wood Green                         ,2010,78294.0,,
Wood Lane                          ,2010,23436.0,,
Woodford                           ,2010,29201.0,,
Woodside Park                      ,2010,16513.0,,
,2010,0.0,,
,2010,16736994.0,,
Acton Town                         ,2009,37370.0,,
Aldgate                            ,2009,30955.0,,
Aldgate East                       ,2009,60015.0,,
Alperton                           ,2009,21300.0,,
Amersham                           ,2009,12207.0,,
Angel                              ,2009,129028.0,,
Archway                            ,2009,53266.0,,
Arnos Grove                        ,2009,29459.0,,
Arsenal                            ,2009,22459.0,,
Baker Street                       ,2009,180724.0,,
Balham                             ,2009,78829.0,,
Bank & Monument                    ,2009,205638.0,,
Barbican                           ,2009,51227.0,,
Barking                            ,2009,85427.0,,
Barkingside                        ,2009,5720.0,,
Barons Court                       ,2009,39340.0,,
Bayswater                          ,2009,52731.0,,
Becontree                          ,2009,15250.0,,
Belsize Park                       ,2009,40434.0,,
Bermondsey                         ,2009,38564.0,,
Bethnal Green                      ,2009,106994.0,,
Blackfriars                        ,2009,0.0,,
Blackhorse Road                    ,2009,38203.0,,
Bond Street                        ,2009,259492.0,,
Borough                            ,2009,33255.0,,
Boston Manor                       ,2009,12999.0,,
Bounds Green                       ,2009,38403.0,,
Bow Road                           ,2009,33679.0,,
Brent Cross                        ,2009,15128.0,,
Brixton                            ,2009,141411.0,,
Bromley-by-Bow                     ,2009,15876.0,,
Buckhurst Hill                     ,2009,10468.0,,
Burnt Oak                          ,2009,25444.0,,
Caledonian Road                    ,2009,34697.0,,
Camden Town                        ,2009,169762.0,,
Canada Water                       ,2009,72180.0,,
Canary Wharf                       ,2009,206045.0,,
Canning Town                       ,2009,54988.0,,
Cannon Street                      ,2009,18174.0,,
Canons Park                        ,2009,9824.0,,
Chalfont & Latimer                 ,2009,6211.0,,
Chalk Farm                         ,2009,42337.0,,
Chancery Lane                      ,2009,72564.0,,
Charing Cross                      ,2009,170270.0,,
Chesham                            ,2009,2514.0,,
Chigwell                           ,2009,2279.0,,
Chiswick Park                      ,2009,12129.0,,
Chorleywood                        ,2009,4749.0,,
Clapham Common                     ,2009,65689.0,,
Clapham North                      ,2009,42255.0,,
Clapham South                      ,2009,50694.0,,
Cockfosters                        ,2009,11814.0,,
Colindale                          ,2009,27907.0,,
Colliers Wood                      ,2009,36592.0,,
Covent Garden                      ,2009,155912.0,,
Croxley                            ,2009,4276.0,,
Dagenham East                      ,2009,13643.0,,
Dagenham Heathway                  ,2009,26127.0,,
Debden                             ,2009,10284.0,,
Dollis Hill                        ,2009,25238.0,,
Ealing Broadway                    ,2009,112253.0,,
Ealing Common                      ,2009,21994.0,,
Earl's Court                       ,2009,153962.0,,
East Acton                         ,2009,23363.0,,
East Finchley                      ,2009,38023.0,,
East Ham                           ,2009,86441.0,,
East Putney                        ,2009,38087.0,,
Eastcote                           ,2009,14734.0,,
Edgware                            ,2009,32340.0,,
Edgware Road (Bak)                 ,2009,27007.0,,
Edgware Road (Cir)                 ,2009,44430.0,,
Elephant & Castle                  ,2009,122978.0,,
Elm Park                           ,2009,13817.0,,
Embankment                         ,2009,147615.0,,
Epping                             ,2009,18314.0,,
Euston                             ,2009,220742.0,,
Euston Square                      ,2009,59305.0,,
Fairlop                            ,2009,5025.0,,
Farringdon                         ,2009,78400.0,,
Finchley Central                   ,2009,34064.0,,
Finchley Road                      ,2009,67407.0,,
Finsbury Park                      ,2009,170147.0,,
Fulham Broadway                    ,2009,66693.0,,
Gants Hill                         ,2009,34200.0,,
Gloucester Road                    ,2009,98828.0,,
Golders Green                      ,2009,57415.0,,
Goldhawk Road                      ,2009,10630.0,,
Goodge Street                      ,2009,54247.0,,
Grange Hill                        ,2009,2583.0,,
Great Portland Street              ,2009,38006.0,,
Green Park                         ,2009,171042.0,,
Greenford                          ,2009,23145.0,,
Gunnersbury                        ,2009,21639.0,,
Hainault                           ,2009,15473.0,,
Hammersmith (Dis)                  ,2009,185568.0,,
Hammersmith (H&C)                  ,2009,59635.0,,
Hampstead                          ,2009,35801.0,,
Hanger Lane                        ,2009,20748.0,,
Harlesden                          ,2009,13894.0,,
Harrow & Wealdstone                ,2009,27103.0,,
Harrow-on-the-Hill                 ,2009,54697.0,,
Hatton Cross                       ,2009,18732.0,,
Heathrow Terminal 4                ,2009,13696.0,,
Heathrow Terminals 123             ,2009,69453.0,,
Heathrow Terminal 5                ,2009,23855.0,,
Hendon Central                     ,2009,39087.0,,
High Barnet                        ,2009,17873.0,,
High Street Kensington             ,2009,88530.0,,
Highbury & Islington               ,2009,98380.0,,
Highgate                           ,2009,34497.0,,
Hillingdon                         ,2009,8491.0,,
Holborn                            ,2009,182085.0,,
